Obec/město/KATASTR,Okres,Kraj,PČR útvar,Číslo katastru,Původní (chybné) zařazení/Poznámka,PRIORITA
Radostín,Havlíčkův Brod,Kraj Vysočina,OOP Havlíčkův Brod,,,
Skorkov,Havlíčkův Brod,Kraj Vysočina,OOP Havlíčkův Brod,,,
Skuhrov,Havlíčkův Brod,Kraj Vysočina,OOP Havlíčkův Brod,,,
Slavníč,Havlíčkův Brod,Kraj Vysočina,OOP Havlíčkův Brod,,,
Štoky,Havlíčkův Brod,Kraj Vysočina,OOP Havlíčkův Brod,,,
Úhořilka,Havlíčkův Brod,Kraj Vysočina,OOP Havlíčkův Brod,,,
Úsobí,Havlíčkův Brod,Kraj Vysočina,OOP Havlíčkův Brod,,,
Veselý Žďár,Havlíčkův Brod,Kraj Vysočina,OOP Havlíčkův Brod,,,
Věž,Havlíčkův Brod,Kraj Vysočina,OOP Havlíčkův Brod,,,
Vysoká,Havlíčkův Brod,Kraj Vysočina,OOP Havlíčkův Brod,,,
Bílý Potok,Liberec,Liberecký kraj,OOP Hejnice,,,
Hejnice,Liberec,Liberecký kraj,OOP Hejnice,,,
Lázně Libverda,Liberec,Liberecký kraj,OOP Hejnice,,,
Raspenava,Liberec,Liberecký kraj,OOP Hejnice,,,
Bylany,Chrudim,Pardubický kraj,OOP Heřmanův Městec,,,
Dřenice,Chrudim,Pardubický kraj,OOP Heřmanův Městec,,,
Heřmanův Městec,Chrudim,Pardubický kraj,OOP Heřmanův Městec,,,
Hošťalovice,Chrudim,Pardubický kraj,OOP Heřmanův Městec,,,
Klešice,Chrudim,Pardubický kraj,OOP Heřmanův Městec,,,
Kostelec u Heřmanova Městce,Chrudim,Pardubický kraj,OOP Heřmanův Městec,,,
Lány,Chrudim,Pardubický kraj,OOP Heřmanův Městec,,,
Liboměřice,Chrudim,Pardubický kraj,OOP Heřmanův Městec,,,
Licibořice,Chrudim,Pardubický kraj,OOP Heřmanův Městec,,,
Míčov-Sušice,Chrudim,Pardubický kraj,OOP Heřmanův Městec,,,
Mladoňovice,Chrudim,Pardubický kraj,OOP Heřmanův Městec,,,
Morašice,Chrudim,Pardubický kraj,OOP Heřmanův Městec,,,
Načešice,Chrudim,Pardubický kraj,OOP Heřmanův Městec,,,
Podhořany u Ronova,Chrudim,Pardubický kraj,OOP Heřmanův Městec,,,
Prachovice,Chrudim,Pardubický kraj,OOP Heřmanův Městec,,,
Rozhovice,Chrudim,Pardubický kraj,OOP Heřmanův Městec,,,
Třibřichy,Chrudim,Pardubický kraj,OOP Heřmanův Městec,,,
Úherčice,Chrudim,Pardubický kraj,OOP Heřmanův Městec,,,
Vápenný Podol,Chrudim,Pardubický kraj,OOP Heřmanův Městec,,,
Vyžice,Chrudim,Pardubický kraj,OOP Heřmanův Městec,,,
Dědová,Chrudim,Pardubický kraj,OOP Hlinsko,,,
Hamry,Chrudim,Pardubický kraj,OOP Hlinsko,,,
Hlinsko,Chrudim,Pardubický kraj,OOP Hlinsko,,,
Holetín,Chrudim,Pardubický kraj,OOP Hlinsko,,,
Horní Bradlo,Chrudim,Pardubický kraj,OOP Hlinsko,,,
Jeníkov,Chrudim,Pardubický kraj,OOP Hlinsko,,,
Kameničky,Chrudim,Pardubický kraj,OOP Hlinsko,,,
Kladno,Chrudim,Pardubický kraj,OOP Hlinsko,,,
Krásné,Chrudim,Pardubický kraj,OOP Hlinsko,,,
Krouna,Chrudim,Pardubický kraj,OOP Hlinsko,,,
Otradov,Chrudim,Pardubický kraj,OOP Hlinsko,,,
Pokřikov,Chrudim,Pardubický kraj,OOP Hlinsko,,,
Raná,Chrudim,Pardubický kraj,OOP Hlinsko,,,
Studnice,Chrudim,Pardubický kraj,OOP Hlinsko,,,
Svratouch,Chrudim,Pardubický kraj,OOP Hlinsko,,,
Trhová Kamenice,Chrudim,Pardubický kraj,OOP Hlinsko,,,
Včelákov,Chrudim,Pardubický kraj,OOP Hlinsko,,,
Vítanov,Chrudim,Pardubický kraj,OOP Hlinsko,,,
Vojtěchov,Chrudim,Pardubický kraj,OOP Hlinsko,,,
Vortová,Chrudim,Pardubický kraj,OOP Hlinsko,,,
Všeradov,Chrudim,Pardubický kraj,OOP Hlinsko,,,
Vysočina,Chrudim,Pardubický kraj,OOP Hlinsko,,,
Bečice,České Budějovice,Jihočeský kraj,OOP Hluboká nad Vltavou,,,
Borek,České Budějovice,Jihočeský kraj,OOP Hluboká nad Vltavou,,,
Bošilec,České Budějovice,Jihočeský kraj,OOP Hluboká nad Vltavou,,,
Břehov,České Budějovice,Jihočeský kraj,OOP Hluboká nad Vltavou,,,
Čejkovice,České Budějovice,Jihočeský kraj,OOP Hluboká nad Vltavou,,,
Chotýčany,České Budějovice,Jihočeský kraj,OOP Hluboká nad Vltavou,,,
Dasný,České Budějovice,Jihočeský kraj,OOP Hluboká nad Vltavou,,,
Dívčice,České Budějovice,Jihočeský kraj,OOP Hluboká nad Vltavou,,,
Dolní Bukovsko,České Budějovice,Jihočeský kraj,OOP Hluboká nad Vltavou,,,
Drahotěšice,České Budějovice,Jihočeský kraj,OOP Hluboká nad Vltavou,,,
Dříteň,České Budějovice,Jihočeský kraj,OOP Hluboká nad Vltavou,,,
Dynín,České Budějovice,Jihočeský kraj,OOP Hluboká nad Vltavou,,,
Hartmanice,České Budějovice,Jihočeský kraj,OOP Hluboká nad Vltavou,,,
Hlavatce,České Budějovice,Jihočeský kraj,OOP Hluboká nad Vltavou,,,
Hluboká nad Vltavou,České Budějovice,Jihočeský kraj,OOP Hluboká nad Vltavou,,,
Horní Kněžeklady,České Budějovice,Jihočeský kraj,OOP Hluboká nad Vltavou,,,
Hosín,České Budějovice,Jihočeský kraj,OOP Hluboká nad Vltavou,,,
Hrdějovice,České Budějovice,Jihočeský kraj,OOP Hluboká nad Vltavou,,,
Mazelov,České Budějovice,Jihočeský kraj,OOP Hluboká nad Vltavou,,,
Modrá Hůrka,České Budějovice,Jihočeský kraj,OOP Hluboká nad Vltavou,,,
Mydlovary,České Budějovice,Jihočeský kraj,OOP Hluboká nad Vltavou,,,
Nákří,České Budějovice,Jihočeský kraj,OOP Hluboká nad Vltavou,,,
Neplachov,České Budějovice,Jihočeský kraj,OOP Hluboká nad Vltavou,,,
Olešník,České Budějovice,Jihočeský kraj,OOP Hluboká nad Vltavou,,,
Pištín,České Budějovice,Jihočeský kraj,OOP Hluboká nad Vltavou,,,
Radošovice,České Budějovice,Jihočeský kraj,OOP Hluboká nad Vltavou,,,
Sedlec,České Budějovice,Jihočeský kraj,OOP Hluboká nad Vltavou,,,
Ševětín,České Budějovice,Jihočeský kraj,OOP Hluboká nad Vltavou,,,
Strýčice,České Budějovice,Jihočeský kraj,OOP Hluboká nad Vltavou,,,
Úsilné,České Budějovice,Jihočeský kraj,OOP Hluboká nad Vltavou,,,
Vitín,České Budějovice,Jihočeský kraj,OOP Hluboká nad Vltavou,,,
Vlkov,České Budějovice,Jihočeský kraj,OOP Hluboká nad Vltavou,,,
Žabovřesky,České Budějovice,Jihočeský kraj,OOP Hluboká nad Vltavou,,,
Zahájí,České Budějovice,Jihočeský kraj,OOP Hluboká nad Vltavou,,,
Žimutice,České Budějovice,Jihočeský kraj,OOP Hluboká nad Vltavou,,,
Zliv,České Budějovice,Jihočeský kraj,OOP Hluboká nad Vltavou,,,
,České Budějovice,Jihočeský kraj,OOP Hluboká nad Vltavou,619477,OOP Týn nad Vltavou,3
Bohuslavice,Opava,Moravskoslezský kraj,OOP Hlučín,,,
Darkovice,Opava,Moravskoslezský kraj,OOP Hlučín,,,
Děhylov,Opava,Moravskoslezský kraj,OOP Hlučín,,,
Dobroslavice,Opava,Moravskoslezský kraj,OOP Hlučín,,,
Dolní Benešov,Opava,Moravskoslezský kraj,OOP Hlučín,,,
Háj ve Slezsku,Opava,Moravskoslezský kraj,OOP Hlučín,,,
Hať,Opava,Moravskoslezský kraj,OOP Hlučín,,,
Hlučín,Opava,Moravskoslezský kraj,OOP Hlučín,,,
Kozmice,Opava,Moravskoslezský kraj,OOP Hlučín,,,
Ludgeřovice,Opava,Moravskoslezský kraj,OOP Hlučín,,,
Markvartovice,Opava,Moravskoslezský kraj,OOP Hlučín,,,
Píšť,Opava,Moravskoslezský kraj,OOP Hlučín,,,
Šilheřovice,Opava,Moravskoslezský kraj,OOP Hlučín,,,
Vřesina,Opava,Moravskoslezský kraj,OOP Hlučín,,,
Závada,Opava,Moravskoslezský kraj,OOP Hlučín,,,
Dobratice,Frýdek-Místek,Moravskoslezský kraj,OOP Hnojník,,OOP Nošovice,2
Dolní Domaslavice,Frýdek-Místek,Moravskoslezský kraj,OOP Hnojník,,OOP Nošovice,2
Dolní Tošanovice,Frýdek-Místek,Moravskoslezský kraj,OOP Hnojník,,,
Hnojník,Frýdek-Místek,Moravskoslezský kraj,OOP Hnojník,,,
Horní Tošanovice,Frýdek-Místek,Moravskoslezský kraj,OOP Hnojník,,,
Komorní Lhotka,Frýdek-Místek,Moravskoslezský kraj,OOP Hnojník,,,
Řeka,Frýdek-Místek,Moravskoslezský kraj,OOP Hnojník,,,
Ropice,Frýdek-Místek,Moravskoslezský kraj,OOP Hnojník,,OOP Třinec,2
Smilovice,Frýdek-Místek,Moravskoslezský kraj,OOP Hnojník,,,
Soběšovice,Frýdek-Místek,Moravskoslezský kraj,OOP Hnojník,,OOP Nošovice,2
Střítež,Frýdek-Místek,Moravskoslezský kraj,OOP Hnojník,,,
Třanovice,Frýdek-Místek,Moravskoslezský kraj,OOP Hnojník,,,
Vělopolí,Frýdek-Místek,Moravskoslezský kraj,OOP Hnojník,,,
Vojkovice,Frýdek-Místek,Moravskoslezský kraj,OOP Hnojník,,OOP Nošovice,2
Čtveřín,Liberec,Liberecký kraj,OOP Hodkovice nad Mohelkou,,,
Hodkovice nad Mohelkou,Liberec,Liberecký kraj,OOP Hodkovice nad Mohelkou,,,
Jeřmanice,Liberec,Liberecký kraj,OOP Hodkovice nad Mohelkou,658588,OOP Liberec Vesec,2
Kobyly,Liberec,Liberecký kraj,OOP Hodkovice nad Mohelkou,,,
Lažany,Liberec,Liberecký kraj,OOP Hodkovice nad Mohelkou,,,
Paceřice,Liberec,Liberecký kraj,OOP Hodkovice nad Mohelkou,,,
Pěnčín,Liberec,Liberecký kraj,OOP Hodkovice nad Mohelkou,,,
PETRAŠOVICE,Liberec,Liberecký kraj,OOP Hodkovice nad Mohelkou,719641,OOP Český Dub,2
Příšovice,Liberec,Liberecký kraj,OOP Hodkovice nad Mohelkou,,,
Radimovice,Liberec,Liberecký kraj,OOP Hodkovice nad Mohelkou,,,
Soběslavice,Liberec,Liberecký kraj,OOP Hodkovice nad Mohelkou,,,
Svijanský Újezd,Liberec,Liberecký kraj,OOP Hodkovice nad Mohelkou,,,
Svijany,Liberec,Liberecký kraj,OOP Hodkovice nad Mohelkou,,,
Sychrov,Liberec,Liberecký kraj,OOP Hodkovice nad Mohelkou,,,
Vlastibořice,Liberec,Liberecký kraj,OOP Hodkovice nad Mohelkou,,,
Žďárek,Liberec,Liberecký kraj,OOP Hodkovice nad Mohelkou,,,
Dolní Bojanovice,Hodonín,Jihomoravský kraj,OOP Hodonín,,,
Hodonín,Hodonín,Jihomoravský kraj,OOP Hodonín,,,
Josefov,Hodonín,Jihomoravský kraj,OOP Hodonín,,,
Lužice,Hodonín,Jihomoravský kraj,OOP Hodonín,,,
Mikulčice,Hodonín,Jihomoravský kraj,OOP Hodonín,,,
Nový Poddvorov,Hodonín,Jihomoravský kraj,OOP Hodonín,,,
Prušánky,Hodonín,Jihomoravský kraj,OOP Hodonín,,,
Rohatec,Hodonín,Jihomoravský kraj,OOP Hodonín,,,
Starý Poddvorov,Hodonín,Jihomoravský kraj,OOP Hodonín,,,
Bořenovice,Kroměříž,Zlínský kraj,OOP Holešov,,,
Holešov,Kroměříž,Zlínský kraj,OOP Holešov,,,
Horní Lapač,Kroměříž,Zlínský kraj,OOP Holešov,,,
Jankovice,Kroměříž,Zlínský kraj,OOP Holešov,,,
Kostelec u Holešova,Kroměříž,Zlínský kraj,OOP Holešov,,,
Kurovice,Kroměříž,Zlínský kraj,OOP Holešov,,,
Lechotice,Kroměříž,Zlínský kraj,OOP Holešov,,,
Ludslavice,Kroměříž,Zlínský kraj,OOP Holešov,,,
Martinice,Kroměříž,Zlínský kraj,OOP Holešov,,,
Míškovice,Kroměříž,Zlínský kraj,OOP Holešov,,,
Němčice,Kroměříž,Zlínský kraj,OOP Holešov,,,
Pacetluky,Kroměříž,Zlínský kraj,OOP Holešov,,,
Přílepy,Kroměříž,Zlínský kraj,OOP Holešov,,,
Prusinovice,Kroměříž,Zlínský kraj,OOP Holešov,,,
Roštění,Kroměříž,Zlínský kraj,OOP Holešov,,,
Rymice,Kroměříž,Zlínský kraj,OOP Holešov,,,
Třebětice,Kroměříž,Zlínský kraj,OOP Holešov,,,
Zahnašovice,Kroměříž,Zlínský kraj,OOP Holešov,,,
Žeranovice,Kroměříž,Zlínský kraj,OOP Holešov,,,
Býšť,Pardubice,Pardubický kraj,OOP Holice v Čechách,,,
Chvojenec,Pardubice,Pardubický kraj,OOP Holice v Čechách,,,
Dolní Ředice,Pardubice,Pardubický kraj,OOP Holice v Čechách,,,
Dolní Roveň,Pardubice,Pardubický kraj,OOP Holice v Čechách,,,
Holice,Pardubice,Pardubický kraj,OOP Holice v Čechách,,,
Horní Jelení,Pardubice,Pardubický kraj,OOP Holice v Čechách,,,
Horní Ředice,Pardubice,Pardubický kraj,OOP Holice v Čechách,,,
Jaroslav,Pardubice,Pardubický kraj,OOP Holice v Čechách,,,
Ostřetín,Pardubice,Pardubický kraj,OOP Holice v Čechách,,,
Poběžovice u Holic,Pardubice,Pardubický kraj,OOP Holice v Čechách,,,
Radhošť,Pardubice,Pardubický kraj,OOP Holice v Čechách,,Radhošť v území OOP Holice v Čechách bylo chybně zařazeno do ÚO Ústí nad Orlicí,3
Trusnov,Pardubice,Pardubický kraj,OOP Holice v Čechách,,,
Týnišťko,Pardubice,Pardubický kraj,OOP Holice v Čechách,,Týnišťko v území OOP Holice v Čechách bylo chybně zařazeno do ÚO Ústí nad Orlicí,3
Uhersko,Pardubice,Pardubický kraj,OOP Holice v Čechách,,,
Veliny,Pardubice,Pardubický kraj,OOP Holice v Čechách,,,
Vysoké Chvojno,Pardubice,Pardubický kraj,OOP Holice v Čechách,,,
Benátky,Hradec Králové,Královéhradecký kraj,OOP Holohlavy,,,
Černožice,Hradec Králové,Královéhradecký kraj,OOP Holohlavy,,,
Čistěves,Hradec Králové,Královéhradecký kraj,OOP Holohlavy,,,
Habřina,Hradec Králové,Královéhradecký kraj,OOP Holohlavy,,,
Holohlavy,Hradec Králové,Královéhradecký kraj,OOP Holohlavy,,,
Hořiněves,Hradec Králové,Královéhradecký kraj,OOP Holohlavy,,,
Lochenice,Hradec Králové,Královéhradecký kraj,OOP Holohlavy,,,
Lužany,Hradec Králové,Královéhradecký kraj,OOP Holohlavy,,,
Máslojedy,Hradec Králové,Královéhradecký kraj,OOP Holohlavy,,,
Neděliště,Hradec Králové,Královéhradecký kraj,OOP Holohlavy,,,
Předměřice nad Labem,Hradec Králové,Královéhradecký kraj,OOP Holohlavy,,,
Račice nad Trotinou,Hradec Králové,Královéhradecký kraj,OOP Holohlavy,,,
Sendražice,Hradec Králové,Královéhradecký kraj,OOP Holohlavy,,,
Skalice,Hradec Králové,Královéhradecký kraj,OOP Holohlavy,,,
Smiřice,Hradec Králové,Královéhradecký kraj,OOP Holohlavy,,,
Smržov,Hradec Králové,Královéhradecký kraj,OOP Holohlavy,,,
Světí,Hradec Králové,Královéhradecký kraj,OOP Holohlavy,,,
Vrchovnice,Hradec Králové,Královéhradecký kraj,OOP Holohlavy,,,
Všestary,Hradec Králové,Královéhradecký kraj,OOP Holohlavy,,,
Bukovec,Domažlice,Plzeňský kraj,OOP Holýšov,,,
Čečovice,Domažlice,Plzeňský kraj,OOP Holýšov,,,
Čermná,Domažlice,Plzeňský kraj,OOP Holýšov,,,
Černovice,Domažlice,Plzeňský kraj,OOP Holýšov,,,
Chocomyšl,Domažlice,Plzeňský kraj,OOP Holýšov,,,
Hlohová,Domažlice,Plzeňský kraj,OOP Holýšov,,,
Hlohovčice,Domažlice,Plzeňský kraj,OOP Holýšov,,,
Holýšov,Domažlice,Plzeňský kraj,OOP Holýšov,,,
Horní Kamenice,Domažlice,Plzeňský kraj,OOP Holýšov,,,
Hradiště,Domažlice,Plzeňský kraj,OOP Holýšov,,,
Kanice,Domažlice,Plzeňský kraj,OOP Holýšov,,,
Kaničky,Domažlice,Plzeňský kraj,OOP Holýšov,,,
Koloveč,Domažlice,Plzeňský kraj,OOP Holýšov,,,
Křenovy,Domažlice,Plzeňský kraj,OOP Holýšov,,,
Kvíčovice,Domažlice,Plzeňský kraj,OOP Holýšov,,,
Močerady,Domažlice,Plzeňský kraj,OOP Holýšov,,,
Neuměř,Domažlice,Plzeňský kraj,OOP Holýšov,,,
Osvračín,Domažlice,Plzeňský kraj,OOP Holýšov,,,
Poděvousy,Domažlice,Plzeňský kraj,OOP Holýšov,,,
Puclice,Domažlice,Plzeňský kraj,OOP Holýšov,,,
Srbice,Domažlice,Plzeňský kraj,OOP Holýšov,,,
Staňkov,Domažlice,Plzeňský kraj,OOP Holýšov,,,
Štichov,Domažlice,Plzeňský kraj,OOP Holýšov,,,
Únějovice,Domažlice,Plzeňský kraj,OOP Holýšov,,,
Všekary,Domažlice,Plzeňský kraj,OOP Holýšov,,,
Všepadly,Domažlice,Plzeňský kraj,OOP Holýšov,,,
Břežany,Klatovy,Plzeňský kraj,OOP Horažďovice,,,
Budětice,Klatovy,Plzeňský kraj,OOP Horažďovice,,,
Chanovice,Klatovy,Plzeňský kraj,OOP Horažďovice,,,
Čímice,Klatovy,Plzeňský kraj,OOP Horažďovice,,,
Domoraz,Klatovy,Plzeňský kraj,OOP Horažďovice,,,
Frymburk,Klatovy,Plzeňský kraj,OOP Horažďovice,,,
Hejná,Klatovy,Plzeňský kraj,OOP Horažďovice,,,
Horažďovice,Klatovy,Plzeňský kraj,OOP Horažďovice,,,
Hradešice,Klatovy,Plzeňský kraj,OOP Horažďovice,,,
Kejnice,Klatovy,Plzeňský kraj,OOP Horažďovice,,,
Kvášňovice,Klatovy,Plzeňský kraj,OOP Horažďovice,,,
Malý Bor,Klatovy,Plzeňský kraj,OOP Horažďovice,,,
Maňovice,Klatovy,Plzeňský kraj,OOP Horažďovice,,,
Nalžovské Hory,Klatovy,Plzeňský kraj,OOP Horažďovice,,,
Nezamyslice,Klatovy,Plzeňský kraj,OOP Horažďovice,,,
Olšany,Klatovy,Plzeňský kraj,OOP Horažďovice,,,
Pačejov,Klatovy,Plzeňský kraj,OOP Horažďovice,,,
Rabí,Klatovy,Plzeňský kraj,OOP Horažďovice,,,
Slatina,Klatovy,Plzeňský kraj,OOP Horažďovice,,,
Svéradice,Klatovy,Plzeňský kraj,OOP Horažďovice,,,
Velké Hydčice,Klatovy,Plzeňský kraj,OOP Horažďovice,,,
Velký Bor,Klatovy,Plzeňský kraj,OOP Horažďovice,,,
Žichovice,Klatovy,Plzeňský kraj,OOP Horažďovice,,,
Chrášťany,Rakovník,Středočeský kraj,OOP Hořesedly,,,
Děkov,Rakovník,Středočeský kraj,OOP Hořesedly,,,
Hořesedly,Rakovník,Středočeský kraj,OOP Hořesedly,,,
Hořovičky,Rakovník,Středočeský kraj,OOP Hořesedly,,,
Hředle,Rakovník,Středočeský kraj,OOP Hořesedly,,,
Janov,Rakovník,Středočeský kraj,OOP Hořesedly,,,
Kněževes,Rakovník,Středočeský kraj,OOP Hořesedly,,,
Kolešov,Rakovník,Středočeský kraj,OOP Hořesedly,,,
Kolešovice,Rakovník,Středočeský kraj,OOP Hořesedly,,,
Kounov,Rakovník,Středočeský kraj,OOP Hořesedly,,,
Krupá,Rakovník,Středočeský kraj,OOP Hořesedly,,,
Milostín,Rakovník,Středočeský kraj,OOP Hořesedly,,,
Mutějovice,Rakovník,Středočeský kraj,OOP Hořesedly,,,
Nesuchyně,Rakovník,Středočeský kraj,OOP Hořesedly,,,
Přílepy,Rakovník,Středočeský kraj,OOP Hořesedly,,,
Svojetín,Rakovník,Středočeský kraj,OOP Hořesedly,,,
Třeboc,Rakovník,Středočeský kraj,OOP Hořesedly,,,
Bašnice,Jičín,Královéhradecký kraj,OOP Hořice,,,
Bílsko u Hořic,Jičín,Královéhradecký kraj,OOP Hořice,,,
Boháňka,Jičín,Královéhradecký kraj,OOP Hořice,,,
Borek,Jičín,Královéhradecký kraj,OOP Hořice,,,
Bříšťany,Jičín,Královéhradecký kraj,OOP Hořice,,,
Cerekvice nad Bystřicí,Jičín,Královéhradecký kraj,OOP Hořice,,,
Červená Třemešná,Jičín,Královéhradecký kraj,OOP Hořice,,,
Chomutice,Jičín,Královéhradecký kraj,OOP Hořice,,,
Dobrá Voda u Hořic,Jičín,Královéhradecký kraj,OOP Hořice,,,
Holovousy,Jičín,Královéhradecký kraj,OOP Hořice,,,
Hořice,Jičín,Královéhradecký kraj,OOP Hořice,,,
Jeřice,Jičín,Královéhradecký kraj,OOP Hořice,,,
Lískovice,Jičín,Královéhradecký kraj,OOP Hořice,,,
Lukavec u Hořic,Jičín,Královéhradecký kraj,OOP Hořice,,,
Miletín,Jičín,Královéhradecký kraj,OOP Hořice,,,
Milovice u Hořic,Jičín,Královéhradecký kraj,OOP Hořice,,,
Nevratice,Jičín,Královéhradecký kraj,OOP Hořice,,,
Ostroměř,Jičín,Královéhradecký kraj,OOP Hořice,,,
Petrovičky,Jičín,Královéhradecký kraj,OOP Hořice,,,
Podhorní Újezd a Vojice,Jičín,Královéhradecký kraj,OOP Hořice,,,
Rašín,Jičín,Královéhradecký kraj,OOP Hořice,,,
Rohoznice,Jičín,Královéhradecký kraj,OOP Hořice,,,
Sobčice,Jičín,Královéhradecký kraj,OOP Hořice,,,
Staré Smrkovice,Jičín,Královéhradecký kraj,OOP Hořice,,,
Sukorady,Jičín,Královéhradecký kraj,OOP Hořice,,,
Tetín,Jičín,Královéhradecký kraj,OOP Hořice,,,
Třebnouševes,Jičín,Královéhradecký kraj,OOP Hořice,,,
Třtěnice,Jičín,Královéhradecký kraj,OOP Hořice,,,
Úhlejov,Jičín,Královéhradecký kraj,OOP Hořice,,,
Vřesník,Jičín,Královéhradecký kraj,OOP Hořice,,,
Francova Lhota,Vsetín,Zlínský kraj,OOP Horní Lideč,,,
Horní Lideč,Vsetín,Zlínský kraj,OOP Horní Lideč,,,
Lačnov,Vsetín,Zlínský kraj,OOP Horní Lideč,,,
Leskovec,Vsetín,Zlínský kraj,OOP Horní Lideč,,,
Lidečko,Vsetín,Zlínský kraj,OOP Horní Lideč,,,
Lužná,Vsetín,Zlínský kraj,OOP Horní Lideč,,,
Pozděchov,Vsetín,Zlínský kraj,OOP Horní Lideč,,,
Prlov,Vsetín,Zlínský kraj,OOP Horní Lideč,,,
Seninka,Vsetín,Zlínský kraj,OOP Horní Lideč,,,
Střelná,Vsetín,Zlínský kraj,OOP Horní Lideč,,,
Študlov,Vsetín,Zlínský kraj,OOP Horní Lideč,,,
Valašská Polanka,Vsetín,Zlínský kraj,OOP Horní Lideč,,,
Valašská Senice,Vsetín,Zlínský kraj,OOP Horní Lideč,,,
Valašské Příkazy,Vsetín,Zlínský kraj,OOP Horní Lideč,,,
Boletice,Český Krumlov,Jihočeský kraj,OOP Horní Planá,,,
Černá v Pošumaví,Český Krumlov,Jihočeský kraj,OOP Horní Planá,,,
Hořice na Šumavě,Český Krumlov,Jihočeský kraj,OOP Horní Planá,,,
Horní Planá,Český Krumlov,Jihočeský kraj,OOP Horní Planá,,,
Cítov,Mělník,Středočeský kraj,OOP Horní Počaply,,,
Dolní Beřkovice,Mělník,Středočeský kraj,OOP Horní Počaply,,,
Dolní Zimoř,Mělník,Středočeský kraj,OOP Horní Počaply,,,
Horní Počaply,Mělník,Středočeský kraj,OOP Horní Počaply,,,
Liběchov,Mělník,Středočeský kraj,OOP Horní Počaply,,,
Medonosy,Mělník,Středočeský kraj,OOP Horní Počaply,,,
Tupadly,Mělník,Středočeský kraj,OOP Horní Počaply,,,
Želízy,Mělník,Středočeský kraj,OOP Horní Počaply,,,
Horní Slavkov,Sokolov,Karlovarský kraj,OOP Horní Slavkov,,,
Krásno,Sokolov,Karlovarský kraj,OOP Horní Slavkov,,,
Nová Ves,Sokolov,Karlovarský kraj,OOP Horní Slavkov,,,
Horní Suchá,Karviná,Moravskoslezský kraj,OOP Horní Suchá,,,
Stonava,Karviná,Moravskoslezský kraj,OOP Horní Suchá,,,
Borová Lada,Prachatice,Jihočeský kraj,OOP Horní Vltavice,,,
Horní Vltavice,Prachatice,Jihočeský kraj,OOP Horní Vltavice,,,
Kubova Huť,Prachatice,Jihočeský kraj,OOP Horní Vltavice,,,
Kvilda,Prachatice,Jihočeský kraj,OOP Horní Vltavice,,,
Lenora,Prachatice,Jihočeský kraj,OOP Horní Vltavice,,,
Nové Hutě,Prachatice,Jihočeský kraj,OOP Horní Vltavice,,,
Strážný,Prachatice,Jihočeský kraj,OOP Horní Vltavice,,,
Běštín,Beroun,Středočeský kraj,OOP Hořovice,,,
Cerhovice,Beroun,Středočeský kraj,OOP Hořovice,,,
Chaloupky,Beroun,Středočeský kraj,OOP Hořovice,,,
Drozdov,Beroun,Středočeský kraj,OOP Hořovice,,,
Felbabka,Beroun,Středočeský kraj,OOP Hořovice,,,
Hořovice,Beroun,Středočeský kraj,OOP Hořovice,,,
Hostomice,Beroun,Středočeský kraj,OOP Hořovice,,,
Hvozdec,Beroun,Středočeský kraj,OOP Hořovice,,,
Jivina,Beroun,Středočeský kraj,OOP Hořovice,,,
Komárov,Beroun,Středočeský kraj,OOP Hořovice,,,
Lhotka,Beroun,Středočeský kraj,OOP Hořovice,,,
Lochovice,Beroun,Středočeský kraj,OOP Hořovice,,,
Malá Víska,Beroun,Středočeský kraj,OOP Hořovice,,,
Neumětely,Beroun,Středočeský kraj,OOP Hořovice,,,
Olešná,Beroun,Středočeský kraj,OOP Hořovice,,,
Osek,Beroun,Středočeský kraj,OOP Hořovice,,,
Podluhy,Beroun,Středočeský kraj,OOP Hořovice,,,
Rpety,Beroun,Středočeský kraj,OOP Hořovice,,,
Tlustice,Beroun,Středočeský kraj,OOP Hořovice,,,
Újezd,Beroun,Středočeský kraj,OOP Hořovice,,,
Velký Chlumec,Beroun,Středočeský kraj,OOP Hořovice,,,
Zaječov,Beroun,Středočeský kraj,OOP Hořovice,,,
Záluží,Beroun,Středočeský kraj,OOP Hořovice,,,
Blížejov,Domažlice,Plzeňský kraj,OOP Horšovský Týn,,,
Horšovský Týn,Domažlice,Plzeňský kraj,OOP Horšovský Týn,,,
Meclov,Domažlice,Plzeňský kraj,OOP Horšovský Týn,,,
Mezholezy (dříve okres Horšovský Týn),Domažlice,Plzeňský kraj,OOP Horšovský Týn,,,
